customer_id,reliability_score,potential_value,account_status,signup_date
1058,753,62716,0,2024-02-19 00:00:00.000000
1059,610,155964,0,2024-02-09 00:00:00.000000
1060,531,152206,1,2024-02-18 00:00:00.000000
1061,420,68348,0,2024-02-19 00:00:00.000000
1062,682,127558,0,2024-01-22 00:00:00.000000
1063,679,136847,0,2024-03-06 00:00:00.000000
1064,510,37238,1,2024-03-28 00:00:00.000000
1065,465,57832,0,2024-01-04 00:00:00.000000
1066,623,79347,1,2024-02-11 00:00:00.000000
1067,754,174113,2,2024-01-29 00:00:00.000000
1068,667,66546,0,2024-03-22 00:00:00.000000
1069,477,178621,0,2024-03-25 00:00:00.000000
1070,616,27185,0,2024-03-28 00:00:00.000000
1071,846,44246,0,2024-03-21 00:00:00.000000
1072,772,162526,1,2024-01-11 00:00:00.000000
1073,609,95127,0,2024-01-29 00:00:00.000000
1074,517,125865,0,2024-03-20 00:00:00.000000
1075,397,137858,0,2024-03-08 00:00:00.000000
1076,352,169890,0,2024-01-03 00:00:00.000000
1077,411,30822,0,2024-03-15 00:00:00.000000
1078,723,48682,0,2024-03-05 00:00:00.000000
1079,787,27165,0,2024-01-18 00:00:00.000000
1080,849,144384,2,2024-02-14 00:00:00.000000
1081,600,89391,0,2024-01-13 00:00:00.000000
1082,437,56744,0,2024-01-02 00:00:00.000000
1083,688,175089,0,2024-01-11 00:00:00.000000
1084,813,131081,0,2024-02-07 00:00:00.000000
1085,449,158290,0,2024-03-13 00:00:00.000000
1086,392,138237,0,2024-02-09 00:00:00.000000
1087,411,110765,0,2024-03-24 00:00:00.000000
1088,836,68151,0,2024-02-15 00:00:00.000000
1089,681,70198,0,2024-03-27 00:00:00.000000
1090,830,167969,0,2024-02-23 00:00:00.000000
1091,627,43713,0,2024-02-27 00:00:00.000000
1092,711,42454,0,2024-01-01 00:00:00.000000
1093,833,46555,2,2024-02-23 00:00:00.000000
1094,719,148697,0,2024-02-27 00:00:00.000000
1095,742,155516,0,2024-01-02 00:00:00.000000
1096,493,152708,1,2024-02-11 00:00:00.000000
1097,466,73479,0,2024-02-17 00:00:00.000000
1098,816,158838,0,2024-01-27 00:00:00.000000
1099,556,39023,0,2024-02-03 00:00:00.000000
1100,406,124308,1,2024-01-25 00:00:00.000000
1101,576,104962,0,2024-01-23 00:00:00.000000
1102,847,139362,1,2024-03-27 00:00:00.000000
1103,402,161061,0,2024-01-06 00:00:00.000000
1104,528,43387,1,2024-01-29 00:00:00.000000
1105,505,167737,2,2024-01-13 00:00:00.000000
1106,649,46485,0,2024-02-21 00:00:00.000000
1107,426,92905,0,2024-01-11 00:00:00.000000
1108,704,28863,0,2024-03-15 00:00:00.000000
1109,376,88681,0,2024-02-23 00:00:00.000000
1110,751,82980,0,2024-03-29 00:00:00.000000
1111,602,137762,1,2024-03-19 00:00:00.000000
1112,618,26956,0,2024-03-21 00:00:00.000000
1113,468,56491,0,2024-01-23 00:00:00.000000
1114,824,86601,0,2024-01-01 00:00:00.000000
1115,536,168130,0,2024-02-17 00:00:00.000000
1116,396,153353,0,2024-02-06 00:00:00.000000
1117,812,130301,1,2024-01-09 00:00:00.000000
1118,750,164424,2,2024-01-29 00:00:00.000000
1119,751,112698,0,2024-03-11 00:00:00.000000
2000,600,120000,0,2024-01-01 00:00:00.000000
2001,609,124000,0,2024-01-01 00:00:00.000000
2002,618,128000,0,2024-01-01 00:00:00.000000
2003,627,132000,0,2024-01-01 00:00:00.000000
2004,636,136000,0,2024-01-01 00:00:00.000000
2005,645,140000,0,2024-03-15 00:00:00.000000
2006,654,144000,0,2024-03-15 00:00:00.000000
2007,663,148000,0,2024-01-01 00:00:00.000000
2008,672,152000,0,2024-01-01 00:00:00.000000
2009,681,156000,0,2024-01-01 00:00:00.000000
2200,690,160000,1,2024-01-01 00:00:00.000000
2201,699,164000,2,2024-01-01 00:00:00.000000
2300,455,25000,0,2024-01-01 00:00:00.000000
2301,462,27500,0,2024-01-02 00:00:00.000000
1000,394,143832,0,2024-02-08 00:00:00.000001
1001,779,33751,0,2024-03-03 00:00:00.000001
1002,613,176099,0,2024-03-05 00:00:00.000001
1003,743,102116,0,2024-01-12 00:00:00.000001
1004,600,79327,2,2024-03-11 00:00:00.000001
1005,671,84386,0,2024-03-15 00:00:00.000001
1006,575,56358,0,2024-03-20 00:00:00.000001
1007,381,157326,0,2024-03-15 00:00:00.000001
1008,432,141294,0,2024-01-07 00:00:00.000001
1009,835,91309,0,2024-03-21 00:00:00.000001
2000,600,120000,0,2024-01-01 00:00:00.000001
2001,609,124000,0,2024-01-01 00:00:00.000001
2005,645,140000,0,2024-03-15 00:00:00.000001
2006,654,144000,0,2024-03-15 00:00:00.000001
2008,672,152000,0,2024-01-01 00:00:00.000001
2200,690,160000,1,2024-01-01 00:00:00.000001
2300,455,25000,0,2024-01-01 00:00:01.100000
2301,462,27500,0,2024-01-02 00:00:01.100000
