event_id,customer_id,event_type,amount,tax_rate,event_date
132,1017,purchase,78.0,0.094856,2024-08-19
133,1017,purchase,117.0,0.099832,11/09/2024
134,1017,refund,41.0,0.116629,09-20-2024
135,1017,purchase,55.0,0.106992,2024-10-26
136,1018,purchase,108.0,0.115246,2024-04-08
137,1018,purchase,44.0,0.09232,11/05/2024
138,1018,purchase,63.0,0.128385,05-19-2024
139,1018,purchase,31.0,0.098049,2024-06-16
140,1018,purchase,68.0,0.086841,31/07/2024
141,1018,refund,74.0,0.106065,09-09-2024
142,1018,purchase,99.0,0.123647,2024-09-16
143,1018,purchase,40.0,0.117952,16/09/2024
144,1019,purchase,35.0,0.126262,2024-03-16
145,1019,purchase,104.0,0.103661,30/03/2024
146,1019,purchase,98.0,0.114871,04-20-2024
147,1019,purchase,67.0,0.085764,2024-05-02
148,1019,purchase,112.0,0.103711,01/06/2024
149,1019,refund,58.0,0.102757,06-21-2024
150,1019,purchase,36.0,0.112508,2024-07-25
151,1019,purchase,79.0,0.104053,05/08/2024
152,1019,refund,62.0,0.096994,09-18-2024
153,1019,purchase,58.0,0.095765,2024-09-30
154,1020,purchase,118.0,0.123505,2024-01-23
155,1020,purchase,32.0,0.106447,24/04/2024
156,1020,refund,118.0,0.083501,05-12-2024
157,1020,purchase,48.0,0.118359,2024-06-08
158,1020,purchase,76.0,0.109038,16/06/2024
159,1020,purchase,29.0,0.084585,06-25-2024
160,1021,purchase,72.0,0.129386,2024-03-07
161,1021,purchase,68.0,0.099582,26/04/2024
162,1021,purchase,78.0,0.127498,05-27-2024
163,1021,purchase,62.0,0.109428,2024-07-18
164,1021,refund,82.0,0.127237,13/08/2024
165,1021,purchase,96.0,0.129459,08-20-2024
166,1021,purchase,23.0,0.091584,2024-08-25
167,1021,refund,82.0,0.091528,13/09/2024
168,1021,refund,93.0,0.082347,09-26-2024
169,1022,purchase,39.0,0.129745,2024-01-07
170,1022,purchase,54.0,0.117912,09/01/2024
171,1022,purchase,107.0,0.124872,01-09-2024
172,1022,purchase,32.0,0.091191,2024-02-20
173,1022,purchase,92.0,0.124746,27/02/2024
174,1022,refund,30.0,0.123873,06-29-2024
175,1023,purchase,78.0,0.09407,2024-02-05
176,1023,purchase,57.0,0.092988,21/02/2024
177,1023,purchase,109.0,0.10663,02-25-2024
178,1023,refund,67.0,0.114163,2024-03-07
179,1023,purchase,100.0,0.083076,12/04/2024
180,1023,refund,81.0,0.10962,06-28-2024
181,1023,refund,75.0,0.113106,2024-07-15
182,1023,purchase,96.0,0.093351,21/08/2024
183,1024,refund,119.0,0.110931,2024-02-15
184,1024,purchase,26.0,0.124082,18/03/2024
185,1024,refund,50.0,0.121291,03-21-2024
186,1024,purchase,,0.117175,2024-04-01
187,1024,purchase,119.0,0.107809,01/05/2024
188,1024,purchase,31.0,0.080319,05-04-2024
189,1024,purchase,65.0,0.096322,2024-05-19
190,1024,purchase,114.0,0.098835,20/07/2024
191,1025,purchase,119.0,0.083392,2024-03-23
192,1025,purchase,36.0,0.118549,07/04/2024
193,1025,purchase,84.0,0.082896,04-30-2024
194,1025,purchase,101.0,0.123577,2024-05-03
195,1025,refund,48.0,0.102298,10/05/2024
196,1025,purchase,71.0,0.117913,05-14-2024
197,1025,purchase,30.0,0.121076,2024-05-19
198,1025,purchase,51.0,0.11852,04/08/2024
199,1025,purchase,45.0,0.087947,09-13-2024
200,1025,purchase,23.0,0.101309,2024-09-16
201,1026,purchase,86.0,0.127543,2024-03-19
202,1026,purchase,111.0,0.116564,26/03/2024
203,1026,refund,78.0,0.128226,04-05-2024
204,1026,purchase,88.0,0.129199,2024-05-18
205,1026,purchase,57.0,0.091498,27/05/2024
206,1026,purchase,83.0,0.123406,06-28-2024
207,1026,purchase,37.0,0.123218,2024-07-12
208,1026,purchase,91.0,0.087962,08/08/2024
209,1026,purchase,112.0,0.11883,08-26-2024
210,1026,purchase,65.0,0.106518,2024-09-26
211,1027,purchase,90.0,0.086259,2024-03-18
212,1027,purchase,119.0,0.107921,13/04/2024
213,1027,purchase,79.0,0.08321,05-14-2024
214,1027,purchase,21.0,0.119878,2024-07-29
215,1027,purchase,96.0,0.087479,07/08/2024
216,1027,purchase,113.0,0.099625,08-24-2024
217,1027,purchase,114.0,0.116094,2024-08-29
218,1027,purchase,108.0,0.123006,17/09/2024
219,1028,purchase,99.0,0.104118,2024-01-21
220,1028,purchase,52.0,0.107982,07/03/2024
221,1028,purchase,116.0,0.105886,03-12-2024
222,1028,purchase,96.0,0.084125,2024-04-11
223,1028,refund,45.0,0.099846,26/05/2024
224,1028,purchase,109.0,0.114473,06-19-2024
225,1029,purchase,25.0,0.11083,2024-02-10
226,1029,purchase,60.0,0.115453,11/04/2024
227,1029,refund,69.0,0.111265,05-24-2024
228,1029,purchase,26.0,0.113041,2024-05-26
229,1029,purchase,25.0,0.120865,12/06/2024
230,1029,purchase,22.0,0.082038,08-23-2024
231,1029,purchase,33.0,0.084081,2024-08-31
232,1030,purchase,70.0,0.088084,2024-04-13
233,1030,purchase,102.0,0.091423,15/04/2024
234,1030,refund,78.0,0.112516,05-30-2024
235,1030,purchase,54.0,0.091028,2024-06-18
236,1030,purchase,98.0,0.092884,21/06/2024
237,1030,purchase,113.0,0.128039,07-05-2024
238,1030,purchase,43.0,0.101275,2024-07-10
239,1030,purchase,39.0,0.105242,16/07/2024
240,1030,purchase,70.0,0.108934,08-11-2024
241,1031,purchase,31.0,0.099192,2024-01-21
242,1031,purchase,40.0,0.116656,28/01/2024
243,1031,purchase,27.0,0.100266,03-01-2024
244,1031,purchase,61.0,0.091877,2024-03-28
245,1031,refund,56.0,0.122719,10/04/2024
246,1031,purchase,81.0,0.08487,05-16-2024
247,1031,purchase,33.0,0.105741,2024-07-02
248,1031,purchase,21.0,0.084763,04/07/2024
249,1031,purchase,108.0,0.128471,07-10-2024
250,1032,purchase,30.0,0.124185,2024-03-15
251,1032,purchase,99.0,0.105989,24/04/2024
252,1032,purchase,113.0,0.087288,08-08-2024
253,1032,purchase,27.0,0.110857,2024-08-21
254,1032,purchase,83.0,0.097963,25/08/2024
255,1032,purchase,56.0,0.097837,09-10-2024
256,1032,purchase,68.0,0.122209,2024-09-30
257,1033,refund,48.0,0.112,2024-03-18
258,1033,purchase,78.0,0.095808,28/04/2024
259,1033,purchase,97.0,0.11441,05-28-2024
260,1033,purchase,,0.114298,2024-05-31
261,1033,purchase,108.0,0.111956,03/06/2024
262,1033,refund,114.0,0.092711,06-19-2024
263,1033,purchase,42.0,0.113343,2024-07-07
264,1033,purchase,64.0,0.087177,17/08/2024
265,1033,refund,27.0,0.128496,08-29-2024
266,1034,refund,109.0,0.098715,2024-03-19
267,1034,purchase,101.0,0.110892,17/04/2024
268,1034,refund,95.0,0.085655,06-08-2024
269,1034,purchase,87.0,0.113826,2024-08-18
270,1034,purchase,99.0,0.121342,05/09/2024
271,1034,purchase,109.0,0.097429,09-23-2024
272,1035,purchase,50.0,0.116922,2024-04-24
273,1035,refund,23.0,0.11338,23/06/2024
274,1035,purchase,101.0,0.123895,07-09-2024
275,1035,purchase,94.0,0.098784,2024-09-19
276,1035,purchase,90.0,0.080288,27/09/2024
277,1035,purchase,95.0,0.110492,10-04-2024
278,1035,purchase,38.0,0.099428,2024-10-26
279,1036,purchase,65.0,0.105022,2024-02-06
280,1036,purchase,91.0,0.105954,01/03/2024
281,1036,purchase,112.0,0.097062,05-04-2024
282,1036,purchase,117.0,0.106331,2024-05-15
283,1036,purchase,119.0,0.110395,13/08/2024
284,1036,purchase,89.0,0.117344,08-19-2024
285,1037,refund,34.0,0.089858,2024-02-24
286,1037,purchase,38.0,0.085071,22/03/2024
287,1037,purchase,71.0,0.113505,03-26-2024
288,1037,refund,47.0,0.106958,2024-04-06
289,1037,purchase,55.0,0.115882,17/04/2024
290,1037,purchase,96.0,0.100677,05-20-2024
291,1037,purchase,94.0,0.086161,2024-06-26
292,1037,refund,58.0,0.106258,03/07/2024
293,1037,purchase,75.0,0.11967,07-22-2024
294,1038,refund,41.0,0.120959,2024-03-25
295,1038,refund,28.0,0.119687,23/04/2024
296,1038,purchase,107.0,0.100551,05-04-2024
297,1038,refund,91.0,0.118497,2024-05-11
298,1038,purchase,110.0,0.119026,02/07/2024
299,1038,purchase,38.0,0.122559,07-14-2024
300,1038,purchase,108.0,0.084777,2024-07-16
301,1038,purchase,116.0,0.101197,25/07/2024
302,1038,purchase,68.0,0.116844,09-06-2024
303,1038,refund,40.0,0.084786,2024-09-07
304,1039,purchase,37.0,0.100216,2024-04-15
305,1039,purchase,58.0,0.116226,18/05/2024
306,1039,purchase,43.0,0.08642,06-16-2024
307,1039,purchase,109.0,0.096861,2024-06-29
308,1039,refund,55.0,0.084283,30/06/2024
309,1039,refund,22.0,0.100059,08-29-2024
310,1039,purchase,89.0,0.09775,2024-09-13
311,1039,purchase,68.0,0.121593,15/10/2024
312,1039,purchase,63.0,0.091686,10-29-2024
313,1039,purchase,91.0,0.112544,2024-10-31
314,1040,purchase,41.0,0.108115,2024-02-19
315,1040,refund,96.0,0.111748,22/02/2024
316,1040,purchase,74.0,0.106791,02-23-2024
317,1040,purchase,74.0,0.117808,2024-03-21
318,1040,purchase,31.0,0.129062,26/03/2024
319,1040,purchase,49.0,0.091732,05-28-2024
320,1040,purchase,24.0,0.116859,2024-06-01
321,1040,purchase,84.0,0.122102,10/08/2024
322,1040,purchase,89.0,0.092852,09-16-2024
323,1041,purchase,21.0,0.126848,2024-02-07
324,1041,purchase,94.0,0.121264,08/03/2024
325,1041,purchase,45.0,0.11003,04-25-2024
326,1041,purchase,54.0,0.119314,2024-05-23
327,1041,purchase,79.0,0.122571,01/06/2024
328,1041,purchase,68.0,0.085818,07-24-2024
329,1042,purchase,92.0,0.096126,2024-03-27
330,1042,purchase,110.0,0.114748,26/05/2024
331,1042,purchase,39.0,0.108652,06-08-2024
332,1042,refund,85.0,0.086626,2024-08-01
333,1042,refund,55.0,0.110319,25/08/2024
334,1042,purchase,,0.11824,08-25-2024
335,1042,purchase,22.0,0.12764,2024-10-12
336,1043,purchase,51.0,0.086102,2024-05-04
337,1043,purchase,50.0,0.105307,16/06/2024
338,1043,purchase,79.0,0.122572,06-27-2024
339,1043,purchase,62.0,0.110979,2024-08-23
340,1043,purchase,102.0,0.099323,29/09/2024
341,1043,purchase,53.0,0.10299,10-22-2024
342,1044,purchase,47.0,0.095164,2023-12-25
343,1044,purchase,99.0,0.114581,24/03/2024
344,1044,purchase,23.0,0.129835,04-09-2024
345,1044,purchase,71.0,0.088688,2024-05-17
346,1044,purchase,57.0,0.101304,27/06/2024
347,1044,purchase,82.0,0.102489,07-20-2024
348,1044,purchase,26.0,0.106275,2024-07-26
349,1045,purchase,32.0,0.080606,2024-03-08
350,1045,purchase,104.0,0.089943,06/05/2024
351,1045,purchase,51.0,0.104393,05-10-2024
352,1045,purchase,79.0,0.112305,2024-05-27
353,1045,purchase,74.0,0.087462,07/07/2024
354,1045,purchase,53.0,0.096234,07-20-2024
355,1045,purchase,118.0,0.098794,2024-07-25
356,1045,purchase,57.0,0.09962,05/08/2024
357,1045,refund,83.0,0.119345,08-05-2024
358,1045,purchase,20.0,0.120444,2024-08-23
359,1046,refund,106.0,0.10592,2024-03-03
360,1046,purchase,51.0,0.129414,16/03/2024
361,1046,purchase,27.0,0.082084,03-23-2024
362,1046,purchase,62.0,0.112952,2024-03-29
363,1046,purchase,118.0,0.080605,22/04/2024
364,1046,refund,40.0,0.09938,05-13-2024
365,1046,purchase,119.0,0.097485,2024-08-19
366,1046,purchase,26.0,0.119192,29/08/2024
367,1046,purchase,77.0,0.08492,09-11-2024
368,1046,purchase,115.0,0.083436,2024-09-14
369,1047,purchase,68.0,0.092771,2024-01-12
370,1047,purchase,60.0,0.127991,05/04/2024
371,1047,purchase,,0.119936,05-06-2024
372,1047,purchase,21.0,0.110094,2024-06-07
373,1047,purchase,114.0,0.106038,24/06/2024
374,1047,purchase,117.0,0.086405,08-04-2024
375,1047,purchase,59.0,0.109927,2024-08-17
376,1048,purchase,40.0,0.094295,2024-05-12
377,1048,purchase,58.0,0.122326,22/05/2024
378,1048,refund,37.0,0.111804,06-18-2024
379,1048,purchase,27.0,0.11741,2024-08-12
380,1048,purchase,42.0,0.112808,25/09/2024
381,1048,purchase,105.0,0.117659,10-09-2024
382,1049,refund,98.0,0.105293,2024-02-29
383,1049,refund,96.0,0.100671,25/03/2024
384,1049,purchase,116.0,0.105418,03-27-2024
385,1049,purchase,38.0,0.087578,2024-03-27
386,1049,purchase,44.0,0.118056,25/08/2024
387,1049,purchase,77.0,0.080467,09-21-2024
388,1050,purchase,65.0,0.110799,2024-01-22
389,1050,purchase,60.0,0.098763,29/01/2024
390,1050,purchase,55.0,0.080261,03-23-2024
391,1050,purchase,73.0,0.121634,2024-04-26
392,1050,purchase,53.0,0.117934,02/05/2024
393,1050,purchase,35.0,0.087444,05-04-2024
394,1051,purchase,40.0,0.081454,2024-02-07
395,1051,purchase,79.0,0.11971,11/02/2024
396,1051,purchase,90.0,0.104049,02-24-2024
397,1051,purchase,107.0,0.085207,2024-03-12
398,1051,purchase,23.0,0.08264,29/05/2024
399,1051,purchase,49.0,0.120249,05-29-2024
400,1051,purchase,79.0,0.096105,2024-06-04
401,1051,purchase,102.0,0.082928,20/06/2024
402,1052,purchase,37.0,0.098571,2024-05-02
403,1052,purchase,111.0,0.116783,10/06/2024
404,1052,refund,64.0,0.088674,07-16-2024
405,1052,purchase,39.0,0.119283,2024-07-22
406,1052,purchase,89.0,0.129556,04/08/2024
407,1052,purchase,28.0,0.127516,09-19-2024
408,1052,purchase,,0.128982,2024-10-03
409,1052,purchase,113.0,0.121585,06/10/2024
410,1052,purchase,100.0,0.126481,10-13-2024
411,1052,purchase,38.0,0.092965,2024-10-22
412,1053,purchase,23.0,0.082492,2024-04-05
413,1053,refund,54.0,0.101843,19/05/2024
414,1053,purchase,89.0,0.082864,06-13-2024
415,1053,purchase,79.0,0.099942,2024-07-02
416,1053,refund,108.0,0.127831,09/07/2024
417,1053,purchase,49.0,0.081814,08-27-2024
418,1053,purchase,74.0,0.125313,2024-10-09
419,1054,purchase,101.0,0.125322,2024-05-16
420,1054,purchase,87.0,0.095759,17/05/2024
421,1054,purchase,89.0,0.124992,06-11-2024
422,1054,purchase,94.0,0.12817,2024-06-14
423,1054,purchase,90.0,0.099672,01/10/2024
424,1054,refund,33.0,0.116541,10-03-2024
425,1054,refund,101.0,0.087248,2024-10-24
426,1055,purchase,87.0,0.100899,2024-01-15
427,1055,purchase,105.0,0.108061,09/04/2024
428,1055,purchase,80.0,0.09137,04-13-2024
429,1055,purchase,62.0,0.083383,2024-05-22
430,1055,purchase,36.0,0.110645,03/06/2024
431,1055,purchase,117.0,0.104235,07-02-2024
432,1055,purchase,21.0,0.113209,2024-07-22
433,1056,purchase,59.0,0.085597,2024-07-06
434,1056,purchase,118.0,0.082598,16/07/2024
435,1056,purchase,83.0,0.096989,07-28-2024
436,1056,refund,45.0,0.096511,2024-08-24
437,1056,purchase,105.0,0.080897,05/10/2024
438,1056,purchase,98.0,0.123979,10-17-2024
439,1057,refund,116.0,0.099536,2024-02-06
440,1057,purchase,58.0,0.112839,08/02/2024
441,1057,refund,69.0,0.08467,03-09-2024
442,1057,purchase,30.0,0.090188,2024-03-17
443,1057,purchase,43.0,0.097834,03/05/2024
444,1057,purchase,104.0,0.095617,05-15-2024
445,1057,purchase,,0.125755,2024-05-21
446,1057,purchase,61.0,0.10238,12/06/2024
447,1057,purchase,21.0,0.095838,07-20-2024
448,1058,refund,23.0,0.11993,2024-05-05
449,1058,refund,38.0,0.124121,24/05/2024
450,1058,purchase,65.0,0.095983,06-06-2024
451,1058,refund,40.0,0.116259,2024-08-06
452,1058,purchase,47.0,0.124096,29/08/2024
453,1058,purchase,46.0,0.114343,09-03-2024
454,1058,purchase,87.0,0.115968,2024-10-04
455,1058,refund,24.0,0.128673,05/10/2024
456,1059,purchase,104.0,0.092716,2024-04-16
457,1059,purchase,95.0,0.09676,03/06/2024
458,1059,purchase,40.0,0.085647,06-11-2024
459,1059,purchase,52.0,0.091994,2024-06-16
460,1059,purchase,60.0,0.116984,29/06/2024
461,1059,purchase,94.0,0.112557,07-04-2024
462,1059,purchase,41.0,0.116903,2024-08-06
463,1059,purchase,113.0,0.128955,09/08/2024
464,1059,purchase,103.0,0.116965,08-28-2024
465,1060,refund,106.0,0.083854,2024-02-16
466,1060,purchase,77.0,0.105633,23/02/2024
467,1060,purchase,82.0,0.083425,06-25-2024
468,1060,purchase,72.0,0.112658,2024-07-19
469,1060,refund,95.0,0.091638,08/08/2024
470,1060,purchase,96.0,0.124942,09-07-2024
471,1060,purchase,25.0,0.113537,2024-09-10
472,1061,purchase,103.0,0.0809,2024-03-07
473,1061,purchase,33.0,0.125904,13/04/2024
474,1061,purchase,67.0,0.115384,04-18-2024
475,1061,refund,22.0,0.117698,2024-05-25
476,1061,purchase,103.0,0.12909,22/06/2024
477,1061,purchase,92.0,0.095238,08-03-2024
478,1061,refund,38.0,0.123638,2024-08-08
479,1061,purchase,57.0,0.086012,20/09/2024
480,1062,purchase,60.0,0.082407,2024-03-15
481,1062,refund,27.0,0.123863,28/03/2024
482,1062,purchase,,0.124615,05-19-2024
483,1062,purchase,74.0,0.106566,2024-05-20
484,1062,refund,67.0,0.081734,25/06/2024
485,1062,purchase,83.0,0.119458,07-26-2024
486,1062,purchase,40.0,0.083182,2024-08-17
487,1062,refund,86.0,0.104419,01/10/2024
488,1062,purchase,92.0,0.125481,10-17-2024
489,1063,purchase,38.0,0.124626,2024-04-12
490,1063,purchase,40.0,0.111565,04/06/2024
491,1063,purchase,48.0,0.11198,06-22-2024
492,1063,purchase,111.0,0.085211,2024-07-03
493,1063,purchase,64.0,0.128538,03/07/2024
494,1063,purchase,107.0,0.110033,10-03-2024
495,1063,purchase,20.0,0.093448,2024-10-09
496,1063,purchase,105.0,0.09272,10/10/2024
497,1063,purchase,31.0,0.110204,10-17-2024
498,1064,purchase,103.0,0.09035,2024-03-08
499,1064,purchase,68.0,0.080383,23/04/2024
500,1064,purchase,62.0,0.122196,06-20-2024
501,1064,purchase,58.0,0.120129,2024-06-26
502,1064,purchase,81.0,0.09984,06/07/2024
503,1064,purchase,28.0,0.120834,08-08-2024
504,1064,purchase,36.0,0.085692,2024-09-03
505,1064,purchase,58.0,0.108739,20/09/2024
506,1065,refund,31.0,0.11373,2024-01-21
507,1065,purchase,109.0,0.127753,08/02/2024
508,1065,refund,27.0,0.123144,03-05-2024
509,1065,purchase,49.0,0.09288,2024-03-06
510,1065,purchase,66.0,0.12358,01/04/2024
511,1065,purchase,87.0,0.099192,04-05-2024
512,1065,purchase,101.0,0.084614,2024-05-07
513,1065,purchase,59.0,0.117559,26/05/2024
514,1065,purchase,34.0,0.117493,06-15-2024
515,1065,purchase,48.0,0.113933,2024-07-06
516,1066,refund,103.0,0.111894,2024-03-05
517,1066,purchase,112.0,0.083322,14/04/2024
518,1066,purchase,59.0,0.121001,04-26-2024
519,1066,purchase,,0.094752,2024-07-02
520,1066,purchase,64.0,0.099968,05/07/2024
521,1066,refund,81.0,0.107932,09-23-2024
522,1066,purchase,42.0,0.120836,2024-09-27
523,1067,purchase,51.0,0.121121,2024-04-14
524,1067,refund,98.0,0.117968,27/05/2024
525,1067,purchase,94.0,0.10911,06-22-2024
526,1067,purchase,76.0,0.081371,2024-06-30
527,1067,purchase,43.0,0.098728,12/07/2024
528,1067,purchase,56.0,0.112287,07-15-2024
529,1067,purchase,84.0,0.097294,2024-09-04
530,1067,purchase,48.0,0.105862,12/09/2024
531,1067,purchase,54.0,0.09703,09-19-2024
532,1068,purchase,50.0,0.114414,2024-01-25
533,1068,purchase,88.0,0.091424,18/03/2024
534,1068,refund,86.0,0.128201,05-24-2024
535,1068,purchase,46.0,0.090443,2024-06-13
536,1068,refund,110.0,0.088001,09/07/2024
537,1068,purchase,78.0,0.087353,07-23-2024
538,1068,purchase,61.0,0.125004,2024-07-31
539,1068,purchase,61.0,0.09874,20/08/2024
540,1069,purchase,115.0,0.097019,2024-03-22
541,1069,purchase,56.0,0.103894,21/04/2024
542,1069,purchase,105.0,0.092345,05-09-2024
543,1069,refund,22.0,0.095117,2024-06-14
544,1069,purchase,70.0,0.088859,27/06/2024
545,1069,purchase,40.0,0.128321,08-15-2024
546,1069,purchase,20.0,0.109023,2024-09-05
547,1069,purchase,118.0,0.087526,10/09/2024
548,1070,purchase,27.0,0.081973,2024-02-17
549,1070,purchase,55.0,0.125347,20/04/2024
550,1070,purchase,110.0,0.125473,05-07-2024
551,1070,purchase,64.0,0.102923,2024-05-12
552,1070,purchase,30.0,0.107466,29/06/2024
553,1070,purchase,75.0,0.093788,07-12-2024
554,1070,refund,31.0,0.12848,2024-07-26
555,1071,purchase,42.0,0.099327,2024-03-05
556,1071,purchase,,0.123279,25/04/2024
557,1071,refund,101.0,0.102173,05-17-2024
558,1071,purchase,23.0,0.120329,2024-05-22
559,1071,purchase,92.0,0.082974,12/06/2024
560,1071,purchase,100.0,0.122348,06-18-2024
561,1071,refund,38.0,0.095595,2024-08-16
562,1071,purchase,88.0,0.105522,07/09/2024
563,1072,purchase,95.0,0.120222,2024-02-07
